uID,year_scrubbed,year_shut,FacID,Facility.Latitude,Facility.Longitude,State
10.1,,2017,10,32.6017,-87.7811,AL
10.2,,2017,10,32.6017,-87.7811,AL
1001.1,2008,,1001,39.9239,-87.4272,IN
1001.2,2008,,1001,39.9239,-87.4272,IN
10017.2,2007,,10017,37.5392,-76.8053,VA
10025.1E,,2007,10025,43.1969,-77.6289,NY
10025.1F,,2007,10025,43.1969,-77.6289,NY
10025.2C,,2007,10025,43.1969,-77.6289,NY
10025.3A,,2014,10025,43.1969,-77.6289,NY
10025.3B,,2018,10025,43.1969,-77.6289,NY
10025.4A,,2018,10025,43.1969,-77.6289,NY
10025.4B,,2018,10025,43.1969,-77.6289,NY
10030.1,,2013,10030,39.1467,-75.5461,DE
1004.7.1,,2011,1004,38.8067,-87.2472,IN
1004.7.2,,2011,1004,38.8067,-87.2472,IN
1004.8.1,,2011,1004,38.8067,-87.2472,IN
1004.CTG1,,,1004,38.8067,-87.2472,IN
1004.CTG2,,,1004,38.8067,-87.2472,IN
10043.1001,1999,,10043,39.7914,-75.4081,NJ
1007.1,,2003,1007,40.0969,-85.9714,IN
1007.2,,2003,1007,40.0969,-85.9714,IN
1007.3,,2003,1007,40.0969,-85.9714,IN
10071.BLR01A,2008,2019,10071,36.8703,-76.3519,VA
10071.BLR01B,2008,2019,10071,36.8703,-76.3519,VA
10071.BLR01C,2008,2019,10071,36.8703,-76.3519,VA
10071.BLR02A,2007,2019,10071,36.8703,-76.3519,VA
10071.BLR02B,2007,2019,10071,36.8703,-76.3519,VA
10071.BLR02C,2007,2019,10071,36.8703,-76.3519,VA
10075.1,2008,,10075,47.5314,-90.9111,MN
10075.2,2007,,10075,47.5314,-90.9111,MN
10075.3,,2015,10075,47.5314,-90.9111,MN
1008.1,,2012,1008,38.2636,-85.8381,IN
1008.2,2010,2021,1008,38.2636,-85.8381,IN
1008.3,,2012,1008,38.2636,-85.8381,IN
1008.4,2010,2021,1008,38.2636,-85.8381,IN
1010.2,,2016,1010,39.53,-87.4247,IN
1010.3,,2016,1010,39.53,-87.4247,IN
1010.4,,2016,1010,39.53,-87.4247,IN
1010.5,,2016,1010,39.53,-87.4247,IN
1010.6,,2016,1010,39.53,-87.4247,IN
10111.EUBHB9,2008,2017,10111,42.6603,-83.2983,MI
10113.31,1999,,10113,40.79,-76.1984,PA
10113.32,1999,,10113,40.79,-76.1984,PA
10114.B101,,2007,10114,41.0489,-81.4736,OH
10114.B102,,2006,10114,41.0489,-81.4736,OH
1012.1,,2006,1012,37.91,-87.3267,IN
1012.2,1996,,1012,37.91,-87.3267,IN
1012.3,1996,,1012,37.91,-87.3267,IN
10143.AAB01,1999,,10143,40.55,-78.8,PA
10151.1A,2003,,10151,39.5611,-80.1642,WV
10151.1B,2003,,10151,39.5611,-80.1642,WV
10244.B001,,2005,10244,39.3265,-82.9744,OH
10244.B002,,2017,10244,39.3265,-82.9744,OH
10244.B003,,2017,10244,39.3265,-82.9744,OH
10252.9,2003,2006,10252,36.5489,-82.5667,TN
10321.8,,2006,10321,36.1542,-83.2042,TN
10321.9,,2006,10321,36.1542,-83.2042,TN
10328.UNIT1,,2017,10328,42.7178,-84.4836,MI
10328.UNIT2,,2017,10328,42.7178,-84.4836,MI
10328.UNIT3,,2017,10328,42.7178,-84.4836,MI
10328.UNIT4,2003,2018,10328,42.7178,-84.4836,MI
10333.1,2008,2014,10333,28.5814,-82.4303,FL
10343.SG.101,1999,,10343,40.8092,-76.4539,PA
10377.BLR01A,2007,2019,10377,37.2939,-77.2697,VA
10377.BLR01B,2007,2019,10377,37.2939,-77.2697,VA
10377.BLR01C,2007,2019,10377,37.2939,-77.2697,VA
10377.BLR02A,2008,2019,10377,37.2939,-77.2697,VA
10377.BLR02B,2008,2019,10377,37.2939,-77.2697,VA
10377.BLR02C,2008,2019,10377,37.2939,-77.2697,VA
10378.BLR01A,,2011,10378,33.9444,-78.0125,NC
10378.BLR01B,,2011,10378,33.9444,-78.0125,NC
10378.BLR01C,,2011,10378,33.9444,-78.0125,NC
10378.BLR02A,,2011,10378,33.9444,-78.0125,NC
10378.BLR02B,,2011,10378,33.9444,-78.0125,NC
10378.BLR02C,,2011,10378,33.9444,-78.0125,NC
10379.BLR01A,,2011,10379,36.435,-78.9619,NC
10379.BLR01B,,2011,10379,36.435,-78.9619,NC
10379.BLR01C,,2011,10379,36.435,-78.9619,NC
10380.UNIT1,,2018,10380,34.6474,-78.6407,NC
10380.UNIT2,,2018,10380,34.6474,-78.6407,NC
10382.UNIT1,2006,2016,10382,34.59,-78.9968,NC
10382.UNIT2,,2016,10382,34.59,-78.9968,NC
10384.BLR01A,2006,2019,10384,36.0378,-77.7542,NC
10384.BLR01B,2006,2019,10384,36.0378,-77.7542,NC
10384.BLR02A,2006,2019,10384,36.0378,-77.7542,NC
10384.BLR02B,2006,2019,10384,36.0378,-77.7542,NC
1040.1,,,1040,39.8028,-84.8953,IN
1040.2,2005,,1040,39.8028,-84.8953,IN
1043.1SG1,,2015,1043,38.5201,-87.2662,IN
1043.2SG1,,2015,1043,38.5201,-87.2662,IN
1046.1,,2012,1046,42.506,-90.6527,IA
1046.5,,2012,1046,42.506,-90.6527,IA
1046.6,,2012,1046,42.506,-90.6527,IA
10464.E0001,1999,2014,10464,44.0361,-75.7712,NY
10464.E0002,1999,2014,10464,44.0361,-75.7712,NY
10464.E0003,1999,2014,10464,44.0361,-75.7712,NY
1047.1,,2011,1047,43.3359,-91.1672,IA
1047.2,,2011,1047,43.3359,-91.1672,IA
1047.3,,2013,1047,43.3359,-91.1672,IA
1047.4,2015,,1047,43.3359,-91.1672,IA
1048.2,,2016,1048,41.8081,-90.2345,IA
10566.1001,1999,,10566,39.6928,-75.4867,NJ
10566.1002,1999,,10566,39.6928,-75.4867,NJ
1058.2,,2011,1058,41.9839,-91.6686,IA
1058.3,,2011,1058,41.9839,-91.6686,IA
1058.4,,2011,1058,41.9839,-91.6686,IA
1058.5,,2011,1058,41.9839,-91.6686,IA
10603.31,1999,,10603,40.455,-78.7472,PA
10628.37,,2002,10628,42.145,-80.055,PA
10641.1,1999,2019,10641,40.4748,-78.7021,PA
10641.2,1999,2019,10641,40.4748,-78.7021,PA
10671.1A,2015,,10671,35.1931,-94.6458,OK
10671.1B,2015,,10671,35.1931,-94.6458,OK
10671.2A,2015,,10671,35.1931,-94.6458,OK
10671.2B,2015,,10671,35.1931,-94.6458,OK
10672.CBA,2008,2017,10672,30.4219,-81.6079,FL
10672.CBB,2008,2017,10672,30.4219,-81.6079,FL
10672.CBC,2008,2017,10672,30.4219,-81.6079,FL
10675.UNITA,1999,2012,10675,41.4282,-72.1005,CT
10675.UNITB,1999,2012,10675,41.4282,-72.1005,CT
10676.32,1999,2015,10676,40.6558,-80.3556,PA
10676.33,1999,2015,10676,40.6558,-80.3556,PA
10676.34,1999,2015,10676,40.6558,-80.3556,PA
10676.35,1999,2015,10676,40.6558,-80.3556,PA
10678.1,2000,,10678,39.5944,-78.7456,MD
1073.3,,,1073,41.9439,-91.6386,IA
1073.4,,2018,1073,41.9439,-91.6386,IA
10743.CFB1,2003,2021,10743,39.6397,-79.9606,WV
10743.CFB2,2003,2021,10743,39.6397,-79.9606,WV
1077.1,,2013,1077,42.0472,-92.8627,IA
1077.2,,2011,1077,42.0472,-92.8627,IA
1077.3,,2013,1077,42.0472,-92.8627,IA
10771.1,2001,2014,10771,37.2969,-77.2833,VA
10771.2,2001,2014,10771,37.2969,-77.2833,VA
10773.1,2001,2014,10773,37.1183,-79.2726,VA
10773.2,2001,2014,10773,37.1183,-79.2726,VA
10774.1,2001,2014,10774,36.6525,-76.9953,VA
10774.2,2001,2014,10774,36.6525,-76.9953,VA
10797.OP1,,2010,10797,36.2756,-86.6644,TN
10797.OP3,,2010,10797,36.2756,-86.6644,TN
108.SGU1,1997,,108,37.9306,-100.9725,KS
1081.9,,2016,1081,41.5404,-90.4483,IA
1082.1,,2015,1082,41.18,-95.8408,IA
1082.2,,2015,1082,41.18,-95.8408,IA
1082.3,2009,,1082,41.18,-95.8408,IA
1082.4,2007,,1082,41.18,-95.8408,IA
10849.PB1,,2010,10849,47.286,-91.26,MN
10849.PB2,,2010,10849,47.286,-91.26,MN
10865.FBC1,2003,,10865,39.8675,-88.885,IL
10865.FBC2,2003,,10865,39.8675,-88.885,IL
10865.FBC3,2003,,10865,39.8675,-88.885,IL
10865.FBC4,2003,,10865,39.8675,-88.885,IL
10865.FBC5,2003,,10865,39.8675,-88.885,IL
10865.FBC6,2003,,10865,39.8675,-88.885,IL
10865.FBC7,2003,,10865,39.8675,-88.885,IL
10865.FBC8,2003,,10865,39.8675,-88.885,IL
10865.FBC9,2003,,10865,39.8675,-88.885,IL
10867.123.08,2003,,10867,39.8466,-88.9261,IL
10867.123.09,2003,,10867,39.8466,-88.9261,IL
1091.1,,2016,1091,42.3251,-96.3797,IA
1091.2,,2016,1091,42.3251,-96.3797,IA
1091.3,2014,,1091,42.3251,-96.3797,IA
1104.1,,,1104,40.7412,-91.1168,IA
1122.7,,2017,1122,42.0247,-93.6069,IA
1122.8,,2016,1122,42.0247,-93.6069,IA
113.1,1997,,113,34.9394,-110.3033,AZ
113.2,1997,2015,113,34.9394,-110.3033,AZ
113.3,2009,,113,34.9394,-110.3033,AZ
113.4,2008,2021,113,34.9394,-110.3033,AZ
1131.7,,,1131,42.5267,-92.4394,IA
1167.8,,,1167,41.3917,-91.0569,IA
1167.9,1997,,1167,41.3917,-91.0569,IA
1175.6,,2012,1175,41.3981,-92.9144,IA
1175.7,,2012,1175,41.3981,-92.9144,IA
1217.1,,2015,1217,43.1606,-95.2569,IA
1218.2,,2013,1218,41.4569,-90.8233,IA
1239.39,,2013,1239,37.0719,-94.6986,KS
1239.40,,2013,1239,37.0719,-94.6986,KS
1241.1,2000,,1241,38.3472,-94.6389,KS
1241.2,2014,,1241,38.3472,-94.6389,KS
1250.3,,2016,1250,39.0072,-95.2692,KS
1250.4,1997,,1250,39.0072,-95.2692,KS
1250.5,1997,,1250,39.0072,-95.2692,KS
1252.10,,2016,1252,39.0522,-95.5669,KS
1252.9,,2018,1252,39.0522,-95.5669,KS
126.4,,2017,126,32.16,-110.9047,AZ
127.1,1997,2021,127,34.0825,-99.1753,TX
1294.2,,2009,1294,39.0864,-94.6514,KS
1295.1,,2016,1295,39.1486,-94.6405,KS
1295.2,,2016,1295,39.1486,-94.6405,KS
130.1,1997,,130,33.3692,-80.1119,SC
130.2,1997,,130,33.3692,-80.1119,SC
130.3,2006,,130,33.3692,-80.1119,SC
130.4,2008,,130,33.3692,-80.1119,SC
1353.BSU1,,2016,1353,38.1707,-82.6176,KY
1353.BSU2,,2016,1353,38.1707,-82.6176,KY
1355.1,2010,2019,1355,37.7889,-84.7139,KY
1355.2,2010,2019,1355,37.7889,-84.7139,KY
1355.3,2010,,1355,37.7889,-84.7139,KY
1356.1,1996,,1356,38.7497,-85.035,KY
1356.2,2009,,1356,38.7497,-85.035,KY
1356.3,2007,,1356,38.7497,-85.035,KY
1356.4,2008,,1356,38.7497,-85.035,KY
1357.1,1997,2005,1357,37.3636,-87.1214,KY
1357.2,1997,2005,1357,37.3636,-87.1214,KY
1357.3,1997,2005,1357,37.3636,-87.1214,KY
1357.4,,2015,1357,37.3636,-87.1214,KY
1357.5,,2015,1357,37.3636,-87.1214,KY
136.1,1997,,136,29.7333,-81.6339,FL
136.2,1997,,136,29.7333,-81.6339,FL
1360.3,,2002,1360,36.7967,-83.7614,KY
1361.5,,2013,1361,38.0478,-84.8483,KY
1363.4,1997,2015,1363,38.1828,-85.8894,KY
1363.5,1997,2015,1363,38.1828,-85.8894,KY
1363.6,1997,2015,1363,38.1828,-85.8894,KY
1364.1,1997,,1364,38.0531,-85.91,KY
1364.2,1997,,1364,38.0531,-85.91,KY
1364.3,1997,,1364,38.0531,-85.91,KY
1364.4,1997,,1364,38.0531,-85.91,KY
1372.6,,2008,1372,37.8453,-87.5912,KY
1374.1,1996,2020,1374,37.7958,-87.0597,KY
1374.2,1996,2020,1374,37.7958,-87.0597,KY
1378.1,1997,2017,1378,37.2608,-86.9783,KY
1378.2,1997,2017,1378,37.2608,-86.9783,KY
1378.3,2006,2021,1378,37.2608,-86.9783,KY
1379.1,2017,,1379,37.1517,-88.775,KY
1379.10,1996,2014,1379,37.1517,-88.775,KY
1379.2,,,1379,37.1517,-88.775,KY
1379.3,,,1379,37.1517,-88.775,KY
1379.4,2017,,1379,37.1517,-88.775,KY
1379.5,,,1379,37.1517,-88.775,KY
1379.6,,,1379,37.1517,-88.775,KY
1379.7,,,1379,37.1517,-88.775,KY
1379.8,,,1379,37.1517,-88.775,KY
1379.9,,,1379,37.1517,-88.775,KY
1381.C1,2005,2020,1381,37.9628,-86.7917,KY
1381.C2,2005,2020,1381,37.9628,-86.7917,KY
1381.C3,2005,2020,1381,37.9628,-86.7917,KY
1382.H1,1996,2019,1382,37.6472,-87.5028,KY
1382.H2,1996,2019,1382,37.6472,-87.5028,KY
1383.R1,,2020,1383,37.6467,-87.5033,KY
1384.1,2015,,1384,37,-84.5917,KY
1384.2,2012,,1384,37,-84.5917,KY
1385.1,,2015,1385,37.8807,-84.2634,KY
1385.2,,2015,1385,37.8807,-84.2634,KY
1385.3,,2016,1385,37.8807,-84.2634,KY
1385.4,,2016,1385,37.8807,-84.2634,KY
1393.6,,,1393,30.2861,-93.2917,LA
1552.1,,2018,1552,39.3269,-76.365,MD
1552.2,,2018,1552,39.3269,-76.365,MD
1554.2,,,1554,39.1781,-76.5268,MD
1554.3,,,1554,39.1781,-76.5268,MD
1570.11,,2013,1570,39.595,-77.8269,MD
1570.9,,2013,1570,39.595,-77.8269,MD
1571.1,2009,2021,1571,38.5444,-76.6861,MD
1571.2,2009,2021,1571,38.5444,-76.6861,MD
1572.1,2009,2020,1572,39.2086,-77.4644,MD
1572.2,2009,2020,1572,39.2086,-77.4644,MD
1572.3,2009,2020,1572,39.2086,-77.4644,MD
1573.1,2009,,1573,38.3592,-76.9767,MD
1573.2,2009,,1573,38.3592,-76.9767,MD
160.2,1997,2019,160,32.0619,-109.8931,AZ
160.3,1997,,160,32.0619,-109.8931,AZ
1606.1,,2014,1606,42.2814,-72.6053,MA
1613.8,,2011,1613,41.737,-71.146,MA
1619.1,2008,2017,1619,41.7125,-71.1914,MA
1619.2,2008,2017,1619,41.7125,-71.1914,MA
1619.3,2013,2017,1619,41.7125,-71.1914,MA
1626.1,,2014,1626,42.5267,-70.8792,MA
1626.2,,2014,1626,42.5267,-70.8792,MA
1626.3,,2014,1626,42.5267,-70.8792,MA
165.1,,,165,36.1906,-95.2889,OK
165.2,1997,,165,36.1906,-95.2889,OK
1695.4,,2016,1695,43.2542,-86.2417,MI
1695.5,,2016,1695,43.2542,-86.2417,MI
1702.1,2014,,1702,43.6425,-83.8431,MI
1702.2,2015,,1702,43.6425,-83.8431,MI
1710.1,2016,,1710,42.9103,-86.2036,MI
1710.2,2016,,1710,42.9103,-86.2036,MI
1710.3,2016,,1710,42.9103,-86.2036,MI
1720.7,,2016,1720,43.6425,-83.8431,MI
1720.8,,2016,1720,43.6425,-83.8431,MI
1723.1,,2016,1723,41.7917,-83.4486,MI
1723.2,,2016,1723,41.7917,-83.4486,MI
1723.3,,2016,1723,41.7917,-83.4486,MI
1731.1,,2015,1731,43.8519,-82.6436,MI
1732.10,,2009,1732,42.9258,-82.4606,MI
1732.11,,2009,1732,42.9258,-82.4606,MI
1732.12,,2009,1732,42.9258,-82.4606,MI
1732.9,,2009,1732,42.9258,-82.4606,MI
1733.1,2013,,1733,41.8917,-83.3461,MI
1733.2,2014,,1733,41.8917,-83.3461,MI
1733.3,2009,,1733,41.8917,-83.3461,MI
1733.4,2009,,1733,41.8917,-83.3461,MI
1740.2,,2016,1740,42.2733,-83.1131,MI
1740.3,,2021,1740,42.2733,-83.1131,MI
1743.1,,2019,1743,42.7642,-82.4719,MI
1743.2,,,1743,42.7642,-82.4719,MI
1743.3,,,1743,42.7642,-82.4719,MI
1743.4,,2017,1743,42.7642,-82.4719,MI
1743.6,,,1743,42.7642,-82.4719,MI
1743.7,,,1743,42.7642,-82.4719,MI
1745.16,,2016,1745,42.1236,-83.1811,MI
1745.17,,2016,1745,42.1236,-83.1811,MI
1745.18,,2016,1745,42.1236,-83.1811,MI
1745.19,,2016,1745,42.1236,-83.1811,MI
1745.9A,,,1745,42.1236,-83.1811,MI
1769.2,,2007,1769,46.5789,-87.395,MI
1769.3,,2009,1769,46.5789,-87.395,MI
1769.4,,2009,1769,46.5789,-87.395,MI
1769.5,,2019,1769,46.5789,-87.395,MI
1769.6,,2019,1769,46.5789,-87.395,MI
1769.7,,2019,1769,46.5789,-87.395,MI
1769.8,,2019,1769,46.5789,-87.395,MI
1769.9,,2019,1769,46.5789,-87.395,MI
1825.3,1997,2020,1825,43.0722,-86.2342,MI
1830.5,,2017,1830,42.7956,-86.1133,MI
1831.1,,2021,1831,42.7183,-84.5586,MI
1831.2,,2014,1831,42.7183,-84.5586,MI
1831.3,,2021,1831,42.7183,-84.5586,MI
1831.4,,2021,1831,42.7183,-84.5586,MI
1831.5,,2021,1831,42.7183,-84.5586,MI
1831.6,,2021,1831,42.7183,-84.5586,MI
1832.1,,,1832,42.6919,-84.6572,MI
1843.3,1997,2019,1843,46.5314,-87.3917,MI
1866.7,,2013,1866,42.2081,-83.1453,MI
1866.8,1997,2016,1866,42.2081,-83.1453,MI
1891.1,,2016,1891,47.5306,-92.1619,MN
1891.2,,2016,1891,47.5306,-92.1619,MN
1893.1,,2018,1893,47.2603,-93.6531,MN
1893.2,,2018,1893,47.2603,-93.6531,MN
1893.3,2009,,1893,47.2603,-93.6531,MN
1893.4,1997,,1893,47.2603,-93.6531,MN
1904.1,,2001,1904,44.8108,-93.2501,MN
1904.2,,2001,1904,44.8108,-93.2501,MN
1904.3,,2015,1904,44.8108,-93.2501,MN
1904.4,,2015,1904,44.8108,-93.2501,MN
1912.3,,2007,1912,44.9331,-93.1075,MN
1912.4,,2007,1912,44.9331,-93.1075,MN
1912.5,,2007,1912,44.9331,-93.1075,MN
1912.6,,2007,1912,44.9331,-93.1075,MN
1915.1,2007,,1915,45.03,-92.7786,MN
1918.4,,2009,1918,44.8028,-95.5267,MN
1927.6,,2008,1927,45.0203,-93.2753,MN
1927.7,,2008,1927,45.0203,-93.2753,MN
1927.8,,2009,1927,45.0203,-93.2753,MN
1943.2,,2021,1943,46.29,-96.0428,MN
1943.3,,2021,1943,46.29,-96.0428,MN
1961.NEPP,,2014,1961,43.7014,-92.9626,MN
2008.4,2008,2014,2008,44.0281,-92.4597,MN
2049.4,,2016,2049,30.4408,-89.0265,MS
2049.5,,2016,2049,30.4408,-89.0265,MS
207.1,1997,2018,207,30.4311,-81.5508,FL
207.2,1997,2018,207,30.4311,-81.5508,FL
2076.1,2014,2020,2076,37.3596,-94.5913,MO
2079.5,1996,2000,2079,39.1306,-94.4778,MO
2079.5A,2001,,2079,39.1306,-94.4778,MO
2080.1,,2017,2080,38.3108,-93.9331,MO
2080.2,,2019,2080,38.3108,-93.9331,MO
2080.3,,2019,2080,38.3108,-93.9331,MO
2094.1,,2019,2094,39.1778,-94.1861,MO
2094.2,,2019,2094,39.1778,-94.1861,MO
2094.3,,2019,2094,39.1778,-94.1861,MO
2098.6,,2017,2098,39.7246,-94.8773,MO
2103.1,,,2103,38.5583,-90.8361,MO
2103.2,,,2103,38.5583,-90.8361,MO
2103.3,,,2103,38.5583,-90.8361,MO
2103.4,,,2103,38.5583,-90.8361,MO
2104.1,,2017,2104,38.4017,-90.3358,MO
2104.2,,2017,2104,38.4017,-90.3358,MO
2104.3,,,2104,38.4017,-90.3358,MO
2104.4,,,2104,38.4017,-90.3358,MO
2107.1,2010,,2107,38.9158,-90.2917,MO
2107.2,2010,,2107,38.9158,-90.2917,MO
2123.6,,,2123,38.9658,-92.3175,MO
2123.7,,,2123,38.9658,-92.3175,MO
2132.3,,2016,2132,39.0919,-94.3261,MO
2161.3,,2016,2161,37.1086,-93.2592,MO
2161.4,,2016,2161,37.1086,-93.2592,MO
2161.5,,2016,2161,37.1086,-93.2592,MO
2167.1,,,2167,36.5147,-89.5617,MO
2167.2,,,2167,36.5147,-89.5617,MO
2168.MB1,,,2168,39.5531,-92.6392,MO
2168.MB2,,,2168,39.5531,-92.6392,MO
2168.MB3,,,2168,39.5531,-92.6392,MO
2169.2,,2016,2169,38.6853,-91.7556,MO
2187.2,,2015,2187,45.7747,-108.4803,MT
2240.8,2015,,2240,41.4275,-96.4619,NE
2277.1,,,2277,40.5589,-96.7842,NE
2277.2,,,2277,40.5589,-96.7842,NE
2291.1,,2017,2291,41.3297,-95.9458,NE
2291.2,,2017,2291,41.3297,-95.9458,NE
2291.3,,2017,2291,41.3297,-95.9458,NE
2291.4,,,2291,41.3297,-95.9458,NE
2291.5,,,2291,41.3297,-95.9458,NE
2324.1,1997,2015,2324,36.6531,-114.6364,NV
2324.2,1997,2015,2324,36.6531,-114.6364,NV
2324.3,1997,2015,2324,36.6531,-114.6364,NV
2324.4,1997,2017,2324,36.6531,-114.6364,NV
2341.1,,2010,2341,35.1458,-114.5917,NV
2341.2,,2010,2341,35.1458,-114.5917,NV
2364.1,2011,,2364,43.1411,-71.4692,NH
2364.2,2011,,2364,43.1411,-71.4692,NH
2367.4,,,2367,43.0978,-70.7842,NH
2367.5,2006,2007,2367,43.0978,-70.7842,NH
2367.6,,,2367,43.0978,-70.7842,NH
2378.1,,2014,2378,39.29,-74.6339,NJ
2378.2,1996,2019,2378,39.29,-74.6339,NJ
2384.8,,2011,2384,39.6747,-75.5015,NJ
2403.2,2010,2017,2403,40.7478,-74.0719,NJ
2408.1,2010,2017,2408,40.1797,-74.7325,NJ
2408.2,2010,2017,2408,40.1797,-74.7325,NJ
2434.6001,,2011,2434,39.4889,-75.0347,NJ
2442.1,1997,2014,2442,36.69,-108.4814,NM
2442.2,1997,2014,2442,36.69,-108.4814,NM
2442.3,1997,2014,2442,36.69,-108.4814,NM
2442.4,1997,,2442,36.69,-108.4814,NM
2442.5,1997,,2442,36.69,-108.4814,NM
2451.1,1998,,2451,36.8006,-108.4386,NM
2451.2,1998,2018,2451,36.8006,-108.4386,NM
2451.3,1998,2018,2451,36.8006,-108.4386,NM
2451.4,1998,,2451,36.8006,-108.4386,NM
2480.3,,2015,2480,41.573,-73.9646,NY
2480.4,,2015,2480,41.573,-73.9646,NY
2526.11,,2009,2526,42.1117,-75.9747,NY
2526.12,,2009,2526,42.1117,-75.9747,NY
2526.13,2008,2014,2526,42.1117,-75.9747,NY
2527.4,,2011,2527,42.6789,-76.9483,NY
2527.5,,2011,2527,42.6789,-76.9483,NY
2527.6,2007,2018,2527,42.6789,-76.9483,NY
2529.1,,2007,2529,42.1231,-76.9831,NY
2529.2,,2007,2529,42.1231,-76.9831,NY
2529.3,,2007,2529,42.1231,-76.9831,NY
2529.4,,2007,2529,42.1231,-76.9831,NY
2531.1,,2007,2531,42.2768,-75.4792,NY
2531.2,,2007,2531,42.2768,-75.4792,NY
2531.3,,2007,2531,42.2768,-75.4792,NY
2531.4,,2007,2531,42.2768,-75.4792,NY
2535.1,,,2535,42.6028,-76.6336,NY
2535.2,,,2535,42.6028,-76.6336,NY
2549.63,,2006,2549,42.97,-78.93,NY
2549.64,,2006,2549,42.97,-78.93,NY
2549.65,,2007,2549,42.97,-78.93,NY
2549.66,,2007,2549,42.97,-78.93,NY
2549.67,,2018,2549,42.97,-78.93,NY
2549.68,,2018,2549,42.97,-78.93,NY
2554.1,,2020,2554,42.49,-79.35,NY
2554.2,,2020,2554,42.49,-79.35,NY
2554.3,,2020,2554,42.49,-79.35,NY
2554.4,,2020,2554,42.49,-79.35,NY
26.1,,2017,26,33.2442,-86.4567,AL
26.2,,2017,26,33.2442,-86.4567,AL
